Distance,Neighbor Value,Count
84.74576569,ifinfo USER IFINFO_IFD_NAME IFD lo,181
85.39907837,ifinfo USER IFINFO_IFD_NAME IFD summary,182
87.96334839,chassisd DAEMON CHASSISD_SNMP_TRAP ENTITY trap generated entConfigChanged,12
87.96334839,chassisd DAEMON CHASSISD_SNMP_TRAP ENTITY trap generated entStateOperDisabled entPhysicalIndex entStateAdmin entStateAlarm,4
87.96334839,chassisd DAEMON CHASSISD_SNMP_TRAP ENTITY trap generated entStateOperEnabled entPhysicalIndex entStateAdmin entStateAlarm,30
87.96334839,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated Fru Offline jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName Routing Engine jnxFruType jnxFruSlot jnxFruOfflineReason jnxFruLastPowerOff jnxFruLastPowerOn,4
87.96334839,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated Fru Online jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName FPC MPCE D Q CGE XGE jnxFruType jnxFruSlot,4
87.96334839,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated Fru Online jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName FPC MPCE D Q XGE XLGE jnxFruType jnxFruSlot,1
87.96334839,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated Fru Online jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName FPC MPCE NG HQoS jnxFruType jnxFruSlot,4
87.96334839,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated Fru Online jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName Routing Engine jnxFruType jnxFruSlot,4
87.96334839,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated Power Supply OK jnxContentsContainerIndex jnxContentsLIndex jnxContentsLIndex jnxContentsLIndex jnxContentsDescr PEM jnxOperatingState,4
89.76559448,usr sbin cron CRON root CMD usr sbin check support l,16
91.11984253,chassisd DAEMON CHASSISD_PARSE_COMPLETE Using new configuration,143
92.89272308,rpd DAEMON other_re_command_execute_by_iri other_re re iri,11
94.27794647,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated FRU insertion jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName FPC MPCE D Q CGE XGE jnxFruType jnxFruSlot,2
94.8769455,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated FRU removal jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName Routing Engine jnxFruType jnxFruSlot,1
94.963974,chassisd DAEMON LIBJSNMP_NS_LOG_ERR ERR snmpd send_trap Failure in sendto Broken pipe,3
97.87654114,chassisd DAEMON JAM Plugin installed for ferrari_pic_xqsfpp PIC,112
97.87654114,chassisd DAEMON JAM Plugin installed for srxk_pic_xge PIC,222
97.87654114,chassisd DAEMON JAM Plugin installed for stout_load_mic PIC,115
97.87654114,chassisd DAEMON JAM Plugin installed for stout_mic_xge PIC,502
97.87654114,chassisd DAEMON JAM Plugin installed for stout_tic_xge PIC,115
97.94091797,ifinfo USER IFINFO_IFD_NAME IFD de,1
98.1791687,chassisd DAEMON JAM PL Completed plugin init for jam mpcfor chassisd,114
99.35042572,chassisd DAEMON jam_plugin_init registered coefficeints successfully,82
99.35042572,chassisd DAEMON XFCHIP Hostif registered successfully xfchip_pre_init,3
99.35042572,chassisd DAEMON XFCHIP Jspec registered successfully xfchip_pre_init,2
99.35042572,chassisd DAEMON XFCHIP Rcbusif registered successfully xfchip_pre_init,3
102.6151886,chassisd DAEMON HSL Primitive bringup finished CBF chan rx initialization,23
103.8622131,chassisd DAEMON HSL Primitive bringup enables TX CBF chan tx,18
103.9143829,chassisd DAEMON jam_core_fabric_attrib_set In config_mode returning for _HEXNUM_,1448
103.9143829,chassisd DAEMON jam_core_fasic_attrib_set In config_mode returning for _HEXNUM_,1376
104.6338272,chassisd DAEMON HSL Primitive bringup finished serdes CBF chan rx,24
106.0981522,chassisd DAEMON JAM PL Registered attributes for ccc,112
107.6763687,chassisd DAEMON mpc_coef_setup registering fru_id d speed midplane_version,173
107.7524719,rpd DAEMON bgp_pp_recv dropping _IP__PORT External AS connection collision prefers _IP__PORT proto,46
110.1258774,chassisd DAEMON JAM PL Registered attributes for ce,112
110.5713806,chassisd DAEMON HSL Primitive bringup finished CBF chan tx,24
110.5713806,chassisd DAEMON HSL Primitive bringup finished serdes CBF chan tx,24
110.6239777,rpd DAEMON bgp_recv peer _IP__PORT proto received unexpected EOF,16
111.3146591,rpd DAEMON bgp_recv peer _IP__PORT External AS received unexpected EOF,2
111.3614349,chassisd DAEMON JAM PL Registered attributes for d,264
112.0606384,chassisd DAEMON HSL HSL register CBF id _HEXNUM_ cookie _HEXNUM_,2
112.2031708,chassisd DAEMON jam_plugin_init MPC Fabric Plugin Done return skip others,95
112.508667,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated redundancy switchover jnxRedundancyContentsIndex jnxRedundancyLIndex jnxRedundancyLIndex jnxRedundancyLIndex jnxRedundancyDescr Routing Engine jnxRedundancyConfig jnxRedundancyState jnxRedundancySwitchoverCount jnxRedundancySwitchoverTime jnxRedundancySwitchoverReason,1
113.0802536,chassisd DAEMON mpc_coef_setup registering fru_id c speed midplane_version,181
113.2604218,chassisd DAEMON XFCHIP PCIE handle created successfully xfchip_pre_init,2
114.797348,chassisd DAEMON JAM PL Registered attributes for c,820
115.6296768,rpd DAEMON bgp_handle_notify NOTIFICATION received from _IP__PORT External AS code Cease,48
115.6296768,rpd DAEMON bgp_handle_notify NOTIFICATION received from _IP__PORT Internal AS code Cease subcode Other Configuration Change,6
115.6296768,rpd DAEMON bgp_handle_notify NOTIFICATION received from _IP__PORT Internal AS code Open Message Error,5
117.7828445,rpd DAEMON bgp_pp_recv NOTIFICATION sent to _IP__PORT proto code Cease subcode Connection Rejected,34105
117.8423157,chassisd DAEMON HSL Primitive bringup Started Training on TX CBF chan tx,23
118.9642792,rpd DAEMON bgp_bfd_callback NOTIFICATION sent to _IP__PORT External AS code Cease subcode Hard Reset Reason BFD Session Down,21
120.3746109,chassisd DAEMON XFCHIP Primary ic handle created successfully xfchip_pre_init,3
120.3746109,chassisd DAEMON XFCHIP Secondary ic handle created successfully xfchip_pre_init,4
121.8562546,chassisd DAEMON CHASSISD_RECONNECT_SUCCESSFUL Successfully reconnected on soft restart,1
125.758728,chassisd DAEMON XFCHIP Hostif pcie endpoint configured successfully during reconnect xfchip_pre_init,3
128.0349884,chassisd DAEMON CHASSISD_HOST_TEMP_READ Error reading host temperature sensor,3
130.1485596,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated FRU power on jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName CB jnxFruType jnxFruSlot jnxFruOfflineReason jnxFruLastPowerOff jnxFruLastPowerOn,3
130.1485596,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated FRU power on jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName FPC MPCE D Q CGE XGE jnxFruType jnxFruSlot jnxFruOfflineReason jnxFruLastPowerOff jnxFruLastPowerOn,2
130.1485596,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated FRU power on jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName MIC XGE SFPP jnxFruType jnxFruSlot jnxFruOfflineReason jnxFruLastPowerOff jnxFruLastPowerOn,3
130.1485596,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated FRU power on jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName PIC jnxFruType jnxFruSlot jnxFruOfflineReason jnxFruLastPowerOff jnxFruLastPowerOn,8
132.3017426,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for pfe,4
132.5103302,chassisd DAEMON HSL Register channel map src dst Primitive flag _HEXNUM_ _HEXNUM_ _HEXNUM_,70
135.5392456,rpd DAEMON bgp_read_message NOTIFICATION received from _IP__PORT External AS code Open Message Error subcode invalid Data,1
135.9871368,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for pfh,2
138.4760284,chassisd DAEMON HSL Primitive bringup issued start_command on TX CBF chan tx,20
139.3341522,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for vt,8
139.4729004,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for pd,8
139.7353516,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for gr,8
139.9818115,chassisd DAEMON JAM PL Completed plugin init for jam mpc for chassisd,103
140.6205292,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for lc,4
140.7917175,rpd DAEMON mchassis_re_command_execute_status_by_iri hostname re net AF_TNP rcmd_rt with RT_TABLE_DEFAULT iri table,11
140.830658,rpd DAEMON bgp_handle_notify NOTIFICATION received from _IP__PORT Internal AS code Cease subcode Hard Reset code Cease subcode Peer Unconfigured,2
141.7608032,rpd DAEMON bgp_handle_notify NOTIFICATION received from _IP__PORT External AS code Open Message Error subcode authentication failure,229
143.2210541,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for pe,8
143.4030304,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for ut,8
143.5110474,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated FRU power on jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName MIC D x GE XFP jnxFruType jnxFruSlot jnxFruOfflineReason jnxFruLastPowerOff jnxFruLastPowerOn,2
143.5110474,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated FRU power on jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName MIC D x GE LAN E SFP jnxFruType jnxFruSlot jnxFruOfflineReason jnxFruLastPowerOff jnxFruLastPowerOn,3
143.6425629,chassisd DAEMON HSL Primitive trained word alignment on RX CBF chan rx,24
144.0919037,chassisd DAEMON XFCHIP jtad id read check successful xfchip_pre_init part num _HEXNUM_,2
144.4671783,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE create_pics created interface device for xe,8
145.007309,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for mt,8
146.907135,chassisd DAEMON JAM PL product model identified as,184
148.232605,rpd DAEMON bgp_recv read from peer _IP__PORT proto failed Unknown error,1
149.4293671,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for lt,8
149.5856934,rpd DAEMON bgp_recv read from peer _IP__PORT External AS failed Unknown error,7
151.3248444,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for ud,8
152.9744873,chassisd DAEMON HSL Primitive trained channel bonding on RX CBF chan rx,24
154.7800293,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE create_pics created interface device for et,4
154.8576813,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for ip,8
157.3957214,chassisd DAEMON HSL Window interval not changed for chan Not updating,107
162.6429596,chassisd DAEMON HSL Aging threshold not changed for chan Not updating,110
166.4819336,rpd DAEMON bgp_pp_recv NOTIFICATION sent to _IP__PORT External AS code Cease subcode Connection Collision Resolution Reason dropping _IP__PORT External AS connection collision prefers _IP__PORT proto,46
172.7357941,rpd DAEMON bgp_pp_recv NOTIFICATION sent to _IP__PORT proto code Cease subcode Connection Collision Resolution Reason dropping _IP__PORT proto connection collision prefers _IP__PORT External AS,6
172.7357941,rpd DAEMON bgp_pp_recv NOTIFICATION sent to _IP__PORT proto code Cease subcode Connection Collision Resolution Reason dropping _IP__PORT proto connection collision prefers _IP__PORT Internal AS,8
172.9044189,rpd DAEMON bgp_pp_recv rejecting connection from _IP__PORT External AS peer in state Established,34126
172.9044189,rpd DAEMON bgp_pp_recv rejecting connection from _IP__PORT External AS peer in state Idle,1
172.9044189,rpd DAEMON bgp_pp_recv rejecting connection from _IP__PORT External AS peer in state OpenConfirm,9
172.9044189,rpd DAEMON bgp_pp_recv rejecting connection from _IP__PORT Internal AS peer in state Established,5
198.8856964,chassisd DAEMON JAM PL Completed plugin init for jam mpc e e ng for chassisd,138
198.9707947,chassisd DAEMON JAM All PIC MIC plugins are installed for jam mpc for chassisd,219
216.520813,chassisd DAEMON CHASSISD_BLOWERS_SPEED Fans and impellers are now running at normal speed,1
236.9071808,chassisd DAEMON CHASSISD_BLOWERS_SPEED_FULL Fans and impellers being set to full speed system warm,2
263.3096008,rpd DAEMON mchassis_re_command_execute_status_by_iri hostname re iri cmdbuf mv f mfs var tmp tag_restart db mfs var db tag_restart db,11
286.7337036,rpd DAEMON IF Skipped marking address fe aa ff fe ffc on ifl ae as UP Reason addr is in TENTATIVE state,1
429.2348328,rpd DAEMON bgp_handle_notify NOTIFICATION received from _IP__PORT External AS code Hold Timer Expired Error socket buffer sndacc rcvacc socket buffer sndccc rcvccc TCP state snd_una snd_nxt snd_wnd rcv_nxt rcv_adv hold timer s hold timer remain s last sent s TCP port local remote,8
474.3912659,rpd DAEMON bgp_hold_timeout NOTIFICATION sent to _IP__PORT External AS code Hold Timer Expired Error Reason holdtime expired for _IP__PORT External AS socket buffer sndacc rcvacc socket buffer sndccc rcvccc TCP state snd_una snd_nxt snd_wnd rcv_nxt rcv_adv hold timer s hold timer remain s last sent s TCP port local remote,2
474.3912659,rpd DAEMON bgp_io_mgmt_cb NOTIFICATION sent to _IP__PORT External AS code Hold Timer Expired Error Reason holdtime expired for _IP__PORT External AS socket buffer sndacc rcvacc socket buffer sndccc rcvccc TCP state snd_una snd_nxt snd_wnd rcv_nxt rcv_adv hold timer s hold timer remain s last sent s TCP port local remote,358
