Distance,Neighbor Value,Count
13,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE create_pics created interface device for xe,8
13,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for gr,8
13,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for ip,8
13,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for lc,4
13,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for lt,8
13,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for mt,8
13,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for pd,8
13,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for pe,8
13,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for pfe,4
13,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for pfh,2
13,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for ud,8
13,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for ut,8
13,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for vt,8
13,chassisd DAEMON CHASSISD_IFDEV_DETACH_PSEUDO ifdev_detach pseudo devices porttype sdev edev,1
13,chassisd DAEMON HSL Primitive bringup enables TX CBF chan tx,18
13,chassisd DAEMON HSL Primitive bringup finished CBF chan tx,24
13,chassisd DAEMON JAM PL Completed plugin init for jam mpc for chassisd,103
13,chassisd DAEMON JAM PL Completed plugin init for jam mpcfor chassisd,114
13,chassisd DAEMON XFCHIP Primary ic handle created successfully xfchip_pre_init,3
13,chassisd DAEMON XFCHIP Secondary ic handle created successfully xfchip_pre_init,4
13,chassisd DAEMON fasic_ic_read_get_chip_type Reading CB IC ID from ideeprom,342
13,rpd DAEMON bgp_recv peer _IP__PORT proto received unexpected EOF,16
14,chassisd DAEMON CHASSISD_SNMP_TRAP ENTITY trap generated entStateOperDisabled entPhysicalIndex entStateAdmin entStateAlarm,4
14,chassisd DAEMON CHASSISD_SNMP_TRAP ENTITY trap generated entStateOperEnabled entPhysicalIndex entStateAdmin entStateAlarm,30
14,chassisd DAEMON HSL Aging threshold not changed for chan Not updating,110
14,chassisd DAEMON HSL Primitive bringup finished CBF chan rx initialization,23
14,chassisd DAEMON HSL Primitive bringup finished serdes CBF chan rx,24
14,chassisd DAEMON HSL Primitive bringup finished serdes CBF chan tx,24
14,chassisd DAEMON HSL Window interval not changed for chan Not updating,107
14,chassisd DAEMON JAM PL Completed plugin init for jam mpc e e ng for chassisd,138
14,chassisd DAEMON jam_plugin_init MPC Fabric Plugin Done return skip others,95
14,rpd DAEMON bgp_recv peer _IP__PORT External AS received unexpected EOF,2
15,chassisd DAEMON HSL Primitive bringup Started Training on TX CBF chan tx,23
15,chassisd DAEMON HSL Primitive bringup issued start_command on TX CBF chan tx,20
15,chassisd DAEMON HSL Primitive trained channel bonding on RX CBF chan rx,24
15,chassisd DAEMON HSL Primitive trained word alignment on RX CBF chan rx,24
15,chassisd DAEMON HSL Register channel map src dst Primitive flag _HEXNUM_ _HEXNUM_ _HEXNUM_,70
15,chassisd DAEMON JAM All PIC MIC plugins are installed for jam mpc for chassisd,219
15,chassisd DAEMON LIBJSNMP_NS_LOG_ERR ERR snmpd send_trap Failure in sendto Broken pipe,3
15,chassisd DAEMON XFCHIP Hostif pcie endpoint configured successfully during reconnect xfchip_pre_init,3
15,rpd DAEMON bgp_handle_notify NOTIFICATION received from _IP__PORT External AS code Cease,48
15,rpd DAEMON bgp_pp_recv dropping _IP__PORT External AS connection collision prefers _IP__PORT proto,46
15,rpd DAEMON bgp_recv read from peer _IP__PORT proto failed Unknown error,1
16,chassisd DAEMON CHASSISD_BLOWERS_SPEED Fans and impellers are now running at normal speed,1
16,chassisd DAEMON LIBJSNMP_NS_LOG_INFO INFO ns_subagent_open_session NET SNMP version AgentX subagent Open Sent,1
16,chassisd DAEMON XFCHIP jtad id read check successful xfchip_pre_init part num _HEXNUM_,2
16,rpd DAEMON bgp_recv read from peer _IP__PORT External AS failed Unknown error,7
16,rpd DAEMON mchassis_re_command_execute_status_by_iri hostname re net AF_TNP rcmd_rt with RT_TABLE_DEFAULT iri table,11
17,chassisd DAEMON CHASSISD_BLOWERS_SPEED_FULL Fans and impellers being set to full speed system warm,2
17,rpd DAEMON bgp_handle_notify NOTIFICATION received from _IP__PORT Internal AS code Open Message Error,5
17,rpd DAEMON bgp_pp_recv rejecting connection from _IP__PORT External AS peer in state Established,34126
17,rpd DAEMON bgp_pp_recv rejecting connection from _IP__PORT External AS peer in state Idle,1
17,rpd DAEMON bgp_pp_recv rejecting connection from _IP__PORT External AS peer in state OpenConfirm,9
17,rpd DAEMON bgp_pp_recv rejecting connection from _IP__PORT Internal AS peer in state Established,5
17,rpd DAEMON bgp_pp_recv NOTIFICATION sent to _IP__PORT proto code Cease subcode Connection Rejected,34105
17,rpd DAEMON mchassis_re_command_execute_status_by_iri hostname re iri cmdbuf mv f mfs var tmp tag_restart db mfs var db tag_restart db,11
18,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated Power Supply OK jnxContentsContainerIndex jnxContentsLIndex jnxContentsLIndex jnxContentsLIndex jnxContentsDescr PEM jnxOperatingState,4
19,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated FRU removal jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName Routing Engine jnxFruType jnxFruSlot,1
19,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated Fru Online jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName Routing Engine jnxFruType jnxFruSlot,4
19,rpd DAEMON bgp_handle_notify NOTIFICATION received from _IP__PORT Internal AS code Cease subcode Other Configuration Change,6
20,rpd DAEMON bgp_handle_notify NOTIFICATION received from _IP__PORT External AS code Open Message Error subcode authentication failure,229
20,rpd DAEMON bgp_handle_notify NOTIFICATION received from _IP__PORT Internal AS code Cease subcode Hard Reset code Cease subcode Peer Unconfigured,2
20,rpd DAEMON bgp_read_message NOTIFICATION received from _IP__PORT External AS code Open Message Error subcode invalid Data,1
21,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated FRU insertion jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName FPC MPCE D Q CGE XGE jnxFruType jnxFruSlot,2
21,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated Fru Online jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName FPC MPCE D Q CGE XGE jnxFruType jnxFruSlot,4
21,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated Fru Online jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName FPC MPCE D Q XGE XLGE jnxFruType jnxFruSlot,1
21,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated Fru Online jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName FPC MPCE NG HQoS jnxFruType jnxFruSlot,4
22,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated FRU power on jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName CB jnxFruType jnxFruSlot jnxFruOfflineReason jnxFruLastPowerOff jnxFruLastPowerOn,3
22,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated FRU power on jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName PIC jnxFruType jnxFruSlot jnxFruOfflineReason jnxFruLastPowerOff jnxFruLastPowerOn,8
22,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated Fru Offline jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName Routing Engine jnxFruType jnxFruSlot jnxFruOfflineReason jnxFruLastPowerOff jnxFruLastPowerOn,4
22,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated redundancy switchover jnxRedundancyContentsIndex jnxRedundancyLIndex jnxRedundancyLIndex jnxRedundancyLIndex jnxRedundancyDescr Routing Engine jnxRedundancyConfig jnxRedundancyState jnxRedundancySwitchoverCount jnxRedundancySwitchoverTime jnxRedundancySwitchoverReason,1
22,rpd DAEMON bgp_bfd_callback NOTIFICATION sent to _IP__PORT External AS code Cease subcode Hard Reset Reason BFD Session Down,21
23,rpd DAEMON bgp_pp_recv NOTIFICATION sent to _IP__PORT External AS code Cease subcode Connection Collision Resolution Reason dropping _IP__PORT External AS connection collision prefers _IP__PORT proto,46
23,rpd DAEMON bgp_pp_recv NOTIFICATION sent to _IP__PORT proto code Cease subcode Connection Collision Resolution Reason dropping _IP__PORT proto connection collision prefers _IP__PORT External AS,6
23,rpd DAEMON bgp_pp_recv NOTIFICATION sent to _IP__PORT proto code Cease subcode Connection Collision Resolution Reason dropping _IP__PORT proto connection collision prefers _IP__PORT Internal AS,8
24,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated FRU power on jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName MIC D x GE XFP jnxFruType jnxFruSlot jnxFruOfflineReason jnxFruLastPowerOff jnxFruLastPowerOn,2
24,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated FRU power on jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName MIC XGE SFPP jnxFruType jnxFruSlot jnxFruOfflineReason jnxFruLastPowerOff jnxFruLastPowerOn,3
25,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated FRU power on jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName FPC MPCE D Q CGE XGE jnxFruType jnxFruSlot jnxFruOfflineReason jnxFruLastPowerOff jnxFruLastPowerOn,2
25,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated FRU power on jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName MIC D x GE LAN E SFP jnxFruType jnxFruSlot jnxFruOfflineReason jnxFruLastPowerOff jnxFruLastPowerOn,3
25,rpd DAEMON IF Skipped marking address fe aa ff fe ffc on ifl ae as UP Reason addr is in TENTATIVE state,1
37,rpd DAEMON bgp_handle_notify NOTIFICATION received from _IP__PORT External AS code Hold Timer Expired Error socket buffer sndacc rcvacc socket buffer sndccc rcvccc TCP state snd_una snd_nxt snd_wnd rcv_nxt rcv_adv hold timer s hold timer remain s last sent s TCP port local remote,8
39,rpd DAEMON bgp_hold_timeout NOTIFICATION sent to _IP__PORT External AS code Hold Timer Expired Error Reason holdtime expired for _IP__PORT External AS socket buffer sndacc rcvacc socket buffer sndccc rcvccc TCP state snd_una snd_nxt snd_wnd rcv_nxt rcv_adv hold timer s hold timer remain s last sent s TCP port local remote,2
39,rpd DAEMON bgp_io_mgmt_cb NOTIFICATION sent to _IP__PORT External AS code Hold Timer Expired Error Reason holdtime expired for _IP__PORT External AS socket buffer sndacc rcvacc socket buffer sndccc rcvccc TCP state snd_una snd_nxt snd_wnd rcv_nxt rcv_adv hold timer s hold timer remain s last sent s TCP port local remote,358
