Distance,Neighbor Value,Count
11.27527142,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated Fru Offline jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName Routing Engine jnxFruType jnxFruSlot jnxFruOfflineReason jnxFruLastPowerOff jnxFruLastPowerOn,4
11.27527142,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated Fru Online jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName FPC MPCE D Q CGE XGE jnxFruType jnxFruSlot,4
11.27527142,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated Fru Online jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName FPC MPCE D Q XGE XLGE jnxFruType jnxFruSlot,1
11.27527142,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated Fru Online jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName FPC MPCE NG HQoS jnxFruType jnxFruSlot,4
11.27527142,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated Fru Online jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName Routing Engine jnxFruType jnxFruSlot,4
11.27527142,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated Power Supply OK jnxContentsContainerIndex jnxContentsLIndex jnxContentsLIndex jnxContentsLIndex jnxContentsDescr PEM jnxOperatingState,4
11.75617886,chassisd DAEMON CHASSISD_PARSE_COMPLETE Using new configuration,143
11.97761726,rpd DAEMON other_re_command_execute_by_iri other_re re iri,11
12.10804462,chassisd DAEMON LIBJSNMP_NS_LOG_ERR ERR snmpd send_trap Failure in sendto Broken pipe,3
12.12346649,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated FRU insertion jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName FPC MPCE D Q CGE XGE jnxFruType jnxFruSlot,2
12.17814922,ifinfo USER IFINFO_IFD_NAME IFD de,1
12.35644245,usr sbin cron CRON root CMD usr sbin check support l,16
12.68381405,chassisd DAEMON HSL Primitive bringup finished CBF chan rx initialization,23
12.68918991,chassisd DAEMON jam_plugin_init registered coefficeints successfully,82
12.68918991,chassisd DAEMON XFCHIP Hostif registered successfully xfchip_pre_init,3
12.68918991,chassisd DAEMON XFCHIP Jspec registered successfully xfchip_pre_init,2
12.68918991,chassisd DAEMON XFCHIP Rcbusif registered successfully xfchip_pre_init,3
12.68950367,chassisd DAEMON JAM PL Completed plugin init for jam mpcfor chassisd,114
12.77476788,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated FRU removal jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName Routing Engine jnxFruType jnxFruSlot,1
12.82943058,chassisd DAEMON HSL Primitive bringup finished serdes CBF chan rx,24
12.89836025,chassisd DAEMON JAM Plugin installed for ferrari_pic_xqsfpp PIC,112
12.89836025,chassisd DAEMON JAM Plugin installed for srxk_pic_xge PIC,222
12.89836025,chassisd DAEMON JAM Plugin installed for stout_load_mic PIC,115
12.89836025,chassisd DAEMON JAM Plugin installed for stout_mic_xge PIC,502
12.89836025,chassisd DAEMON JAM Plugin installed for stout_tic_xge PIC,115
12.94213104,chassisd DAEMON HSL Primitive bringup enables TX CBF chan tx,18
13.08712959,chassisd DAEMON JAM PL Registered attributes for ccc,112
13.11219501,chassisd DAEMON jam_core_fabric_attrib_set In config_mode returning for _HEXNUM_,1448
13.11219501,chassisd DAEMON jam_core_fasic_attrib_set In config_mode returning for _HEXNUM_,1376
13.67222404,chassisd DAEMON mpc_coef_setup registering fru_id d speed midplane_version,173
13.77386761,rpd DAEMON bgp_pp_recv dropping _IP__PORT External AS connection collision prefers _IP__PORT proto,46
13.86404324,chassisd DAEMON JAM PL Registered attributes for ce,112
13.86594105,chassisd DAEMON HSL HSL register CBF id _HEXNUM_ cookie _HEXNUM_,2
13.872715,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated redundancy switchover jnxRedundancyContentsIndex jnxRedundancyLIndex jnxRedundancyLIndex jnxRedundancyLIndex jnxRedundancyDescr Routing Engine jnxRedundancyConfig jnxRedundancyState jnxRedundancySwitchoverCount jnxRedundancySwitchoverTime jnxRedundancySwitchoverReason,1
14.12427711,chassisd DAEMON JAM PL Registered attributes for d,264
14.14872932,rpd DAEMON bgp_recv peer _IP__PORT proto received unexpected EOF,16
14.1524868,rpd DAEMON bgp_recv peer _IP__PORT External AS received unexpected EOF,2
14.18840885,chassisd DAEMON HSL Primitive bringup finished CBF chan tx,24
14.18840885,chassisd DAEMON HSL Primitive bringup finished serdes CBF chan tx,24
14.31166363,chassisd DAEMON mpc_coef_setup registering fru_id c speed midplane_version,181
14.38464165,chassisd DAEMON jam_plugin_init MPC Fabric Plugin Done return skip others,95
14.39443207,chassisd DAEMON JAM PL Registered attributes for c,820
14.54232788,chassisd DAEMON XFCHIP PCIE handle created successfully xfchip_pre_init,2
14.70272446,chassisd DAEMON HSL Primitive bringup Started Training on TX CBF chan tx,23
15.28371239,chassisd DAEMON CHASSISD_RECONNECT_SUCCESSFUL Successfully reconnected on soft restart,1
15.33428192,chassisd DAEMON XFCHIP Primary ic handle created successfully xfchip_pre_init,3
15.33428192,chassisd DAEMON XFCHIP Secondary ic handle created successfully xfchip_pre_init,4
15.51915169,rpd DAEMON bgp_handle_notify NOTIFICATION received from _IP__PORT External AS code Cease,48
15.51915169,rpd DAEMON bgp_handle_notify NOTIFICATION received from _IP__PORT Internal AS code Cease subcode Other Configuration Change,6
15.51915169,rpd DAEMON bgp_handle_notify NOTIFICATION received from _IP__PORT Internal AS code Open Message Error,5
15.6601963,rpd DAEMON bgp_bfd_callback NOTIFICATION sent to _IP__PORT External AS code Cease subcode Hard Reset Reason BFD Session Down,21
15.8031559,rpd DAEMON bgp_pp_recv NOTIFICATION sent to _IP__PORT proto code Cease subcode Connection Rejected,34105
16.01137924,chassisd DAEMON XFCHIP Hostif pcie endpoint configured successfully during reconnect xfchip_pre_init,3
16.67533302,chassisd DAEMON HSL Register channel map src dst Primitive flag _HEXNUM_ _HEXNUM_ _HEXNUM_,70
17.22857857,chassisd DAEMON CHASSISD_HOST_TEMP_READ Error reading host temperature sensor,3
17.8405838,chassisd DAEMON HSL Primitive bringup issued start_command on TX CBF chan tx,20
17.94406319,rpd DAEMON bgp_read_message NOTIFICATION received from _IP__PORT External AS code Open Message Error subcode invalid Data,1
18.17911339,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated FRU power on jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName CB jnxFruType jnxFruSlot jnxFruOfflineReason jnxFruLastPowerOff jnxFruLastPowerOn,3
18.17911339,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated FRU power on jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName FPC MPCE D Q CGE XGE jnxFruType jnxFruSlot jnxFruOfflineReason jnxFruLastPowerOff jnxFruLastPowerOn,2
18.17911339,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated FRU power on jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName MIC XGE SFPP jnxFruType jnxFruSlot jnxFruOfflineReason jnxFruLastPowerOff jnxFruLastPowerOn,3
18.17911339,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated FRU power on jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName PIC jnxFruType jnxFruSlot jnxFruOfflineReason jnxFruLastPowerOff jnxFruLastPowerOn,8
18.2145443,chassisd DAEMON JAM PL Completed plugin init for jam mpc for chassisd,103
18.36162186,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for pfe,4
18.50427437,rpd DAEMON mchassis_re_command_execute_status_by_iri hostname re net AF_TNP rcmd_rt with RT_TABLE_DEFAULT iri table,11
18.80705261,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for pfh,2
18.92705536,chassisd DAEMON HSL Primitive trained word alignment on RX CBF chan rx,24
19.11643791,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for vt,8
19.12222099,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for gr,8
19.21671486,chassisd DAEMON JAM PL product model identified as,184
19.2922802,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for ut,8
19.3180275,rpd DAEMON bgp_handle_notify NOTIFICATION received from _IP__PORT Internal AS code Cease subcode Hard Reset code Cease subcode Peer Unconfigured,2
19.39220428,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for mt,8
19.4343605,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for pd,8
19.44101524,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for lc,4
19.49307442,rpd DAEMON bgp_handle_notify NOTIFICATION received from _IP__PORT External AS code Open Message Error subcode authentication failure,229
19.54464722,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE create_pics created interface device for xe,8
19.57743454,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for pe,8
19.68021393,chassisd DAEMON HSL Primitive trained channel bonding on RX CBF chan rx,24
19.75752449,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for lt,8
20.14498901,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for ud,8
20.18501282,rpd DAEMON bgp_recv read from peer _IP__PORT External AS failed Unknown error,7
20.25983238,chassisd DAEMON XFCHIP jtad id read check successful xfchip_pre_init part num _HEXNUM_,2
20.33199883,rpd DAEMON bgp_recv read from peer _IP__PORT proto failed Unknown error,1
20.59478569,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE create_pics created interface device for et,4
20.70103645,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated FRU power on jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName MIC D x GE XFP jnxFruType jnxFruSlot jnxFruOfflineReason jnxFruLastPowerOff jnxFruLastPowerOn,2
20.70103645,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated FRU power on jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName MIC D x GE LAN E SFP jnxFruType jnxFruSlot jnxFruOfflineReason jnxFruLastPowerOff jnxFruLastPowerOn,3
21.09676552,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for ip,8
22.27340126,chassisd DAEMON HSL Window interval not changed for chan Not updating,107
22.4360466,chassisd DAEMON HSL Aging threshold not changed for chan Not updating,110
23.74217796,rpd DAEMON bgp_pp_recv NOTIFICATION sent to _IP__PORT External AS code Cease subcode Connection Collision Resolution Reason dropping _IP__PORT External AS connection collision prefers _IP__PORT proto,46
24.16851425,rpd DAEMON bgp_pp_recv rejecting connection from _IP__PORT External AS peer in state Established,34126
24.16851425,rpd DAEMON bgp_pp_recv rejecting connection from _IP__PORT External AS peer in state Idle,1
24.16851425,rpd DAEMON bgp_pp_recv rejecting connection from _IP__PORT External AS peer in state OpenConfirm,9
24.16851425,rpd DAEMON bgp_pp_recv rejecting connection from _IP__PORT Internal AS peer in state Established,5
24.29681396,rpd DAEMON bgp_pp_recv NOTIFICATION sent to _IP__PORT proto code Cease subcode Connection Collision Resolution Reason dropping _IP__PORT proto connection collision prefers _IP__PORT External AS,6
24.29681396,rpd DAEMON bgp_pp_recv NOTIFICATION sent to _IP__PORT proto code Cease subcode Connection Collision Resolution Reason dropping _IP__PORT proto connection collision prefers _IP__PORT Internal AS,8
25.64184189,chassisd DAEMON JAM All PIC MIC plugins are installed for jam mpc for chassisd,219
26.43658638,chassisd DAEMON JAM PL Completed plugin init for jam mpc e e ng for chassisd,138
31.75652504,chassisd DAEMON CHASSISD_BLOWERS_SPEED Fans and impellers are now running at normal speed,1
33.59872055,rpd DAEMON mchassis_re_command_execute_status_by_iri hostname re iri cmdbuf mv f mfs var tmp tag_restart db mfs var db tag_restart db,11
35.54691696,chassisd DAEMON CHASSISD_BLOWERS_SPEED_FULL Fans and impellers being set to full speed system warm,2
39.38606262,rpd DAEMON IF Skipped marking address fe aa ff fe ffc on ifl ae as UP Reason addr is in TENTATIVE state,1
64.89948273,rpd DAEMON bgp_handle_notify NOTIFICATION received from _IP__PORT External AS code Hold Timer Expired Error socket buffer sndacc rcvacc socket buffer sndccc rcvccc TCP state snd_una snd_nxt snd_wnd rcv_nxt rcv_adv hold timer s hold timer remain s last sent s TCP port local remote,8
72.49066162,rpd DAEMON bgp_hold_timeout NOTIFICATION sent to _IP__PORT External AS code Hold Timer Expired Error Reason holdtime expired for _IP__PORT External AS socket buffer sndacc rcvacc socket buffer sndccc rcvccc TCP state snd_una snd_nxt snd_wnd rcv_nxt rcv_adv hold timer s hold timer remain s last sent s TCP port local remote,2
72.49066162,rpd DAEMON bgp_io_mgmt_cb NOTIFICATION sent to _IP__PORT External AS code Hold Timer Expired Error Reason holdtime expired for _IP__PORT External AS socket buffer sndacc rcvacc socket buffer sndccc rcvccc TCP state snd_una snd_nxt snd_wnd rcv_nxt rcv_adv hold timer s hold timer remain s last sent s TCP port local remote,358
