Distance,Neighbor Value,Count
1.360912204,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for mt,8
1.362476587,ifinfo USER IFINFO_IFD_NAME IFD pp,1027
1.363039374,chassisd DAEMON JAM PL Completed plugin init for jam mpc for chassisd,103
1.363350868,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for lc,4
1.366779327,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for lt,8
1.369390965,chassisd DAEMON JAM PL Completed plugin init for jam mpc e e ng for chassisd,138
1.371535063,chassisd DAEMON JAM PL Registered attributes for d,264
1.372540593,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated FRU removal jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName Routing Engine jnxFruType jnxFruSlot,1
1.37417233,rpd DAEMON bgp_pp_recv NOTIFICATION sent to _IP__PORT proto code Cease subcode Connection Collision Resolution Reason dropping _IP__PORT proto connection collision prefers _IP__PORT External AS,6
1.37417233,rpd DAEMON bgp_pp_recv NOTIFICATION sent to _IP__PORT proto code Cease subcode Connection Collision Resolution Reason dropping _IP__PORT proto connection collision prefers _IP__PORT Internal AS,8
1.37454772,chassisd DAEMON HSL HSL register CBF id _HEXNUM_ cookie _HEXNUM_,2
1.374839187,chassisd DAEMON HSL Register channel map src dst Primitive flag _HEXNUM_ _HEXNUM_ _HEXNUM_,70
1.375094414,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for ut,8
1.37565887,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for pd,8
1.375921845,ifinfo USER IFINFO_IFD_NAME IFD diagnostics,1
1.376174688,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for gr,8
1.382300138,chassisd DAEMON LIBJSNMP_NS_LOG_ERR ERR snmpd send_trap Failure in sendto Broken pipe,3
1.384088635,ifinfo USER IFINFO_IFD_NAME IFD description,1
1.384134412,rpd DAEMON bgp_handle_notify NOTIFICATION received from _IP__PORT External AS code Open Message Error subcode authentication failure,229
1.384711385,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for pfh,2
1.386478543,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated FRU power on jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName MIC D x GE XFP jnxFruType jnxFruSlot jnxFruOfflineReason jnxFruLastPowerOff jnxFruLastPowerOn,2
1.386478543,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated FRU power on jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName MIC D x GE LAN E SFP jnxFruType jnxFruSlot jnxFruOfflineReason jnxFruLastPowerOff jnxFruLastPowerOn,3
1.387113571,rpd DAEMON bgp_pp_recv NOTIFICATION sent to _IP__PORT External AS code Cease subcode Connection Collision Resolution Reason dropping _IP__PORT External AS connection collision prefers _IP__PORT proto,46
1.387976766,chassisd DAEMON CHASSISD_HOST_TEMP_READ Error reading host temperature sensor,3
1.388389468,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE create_pics created interface device for et,4
1.388546705,rpd DAEMON bgp_pp_recv NOTIFICATION sent to _IP__PORT proto code Cease subcode Connection Rejected,34105
1.390519619,rpd DAEMON bgp_handle_notify NOTIFICATION received from _IP__PORT Internal AS code Cease subcode Hard Reset code Cease subcode Peer Unconfigured,2
1.391762972,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for pe,8
1.39522934,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE create_pics created interface device for xe,8
1.397312403,ifinfo USER IFINFO_IFD_NAME IFD summary,182
1.39766264,rpd DAEMON bgp_handle_notify NOTIFICATION received from _IP__PORT External AS code Hold Timer Expired Error socket buffer sndacc rcvacc socket buffer sndccc rcvccc TCP state snd_una snd_nxt snd_wnd rcv_nxt rcv_adv hold timer s hold timer remain s last sent s TCP port local remote,8
1.397952676,chassisd DAEMON mpc_coef_setup registering fru_id d speed midplane_version,173
1.39823997,chassisd DAEMON JAM All PIC MIC plugins are installed for jam mpc for chassisd,219
1.398608208,chassisd DAEMON CHASSISD_SNMP_TRAP ENTITY trap generated entConfigChanged,12
1.398608208,chassisd DAEMON CHASSISD_SNMP_TRAP ENTITY trap generated entStateOperDisabled entPhysicalIndex entStateAdmin entStateAlarm,4
1.398608208,chassisd DAEMON CHASSISD_SNMP_TRAP ENTITY trap generated entStateOperEnabled entPhysicalIndex entStateAdmin entStateAlarm,30
1.398608208,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated Fru Offline jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName Routing Engine jnxFruType jnxFruSlot jnxFruOfflineReason jnxFruLastPowerOff jnxFruLastPowerOn,4
1.398608208,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated Fru Online jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName FPC MPCE D Q CGE XGE jnxFruType jnxFruSlot,4
1.398608208,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated Fru Online jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName FPC MPCE D Q XGE XLGE jnxFruType jnxFruSlot,1
1.398608208,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated Fru Online jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName FPC MPCE NG HQoS jnxFruType jnxFruSlot,4
1.398608208,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated Fru Online jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName Routing Engine jnxFruType jnxFruSlot,4
1.398608208,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated Power Supply OK jnxContentsContainerIndex jnxContentsLIndex jnxContentsLIndex jnxContentsLIndex jnxContentsDescr PEM jnxOperatingState,4
1.399999499,ifinfo USER IFINFO_IFD_NAME IFD extensive,179
1.400805831,rpd DAEMON bgp_hold_timeout NOTIFICATION sent to _IP__PORT External AS code Hold Timer Expired Error Reason holdtime expired for _IP__PORT External AS socket buffer sndacc rcvacc socket buffer sndccc rcvccc TCP state snd_una snd_nxt snd_wnd rcv_nxt rcv_adv hold timer s hold timer remain s last sent s TCP port local remote,2
1.400805831,rpd DAEMON bgp_io_mgmt_cb NOTIFICATION sent to _IP__PORT External AS code Hold Timer Expired Error Reason holdtime expired for _IP__PORT External AS socket buffer sndacc rcvacc socket buffer sndccc rcvccc TCP state snd_una snd_nxt snd_wnd rcv_nxt rcv_adv hold timer s hold timer remain s last sent s TCP port local remote,358
1.401513457,chassisd DAEMON HSL Primitive bringup finished CBF chan rx initialization,23
1.402344108,chassisd DAEMON JAM PL Registered attributes for c,820
1.403474331,chassisd DAEMON HSL Primitive trained word alignment on RX CBF chan rx,24
1.403664112,chassisd DAEMON XFCHIP Primary ic handle created successfully xfchip_pre_init,3
1.403664112,chassisd DAEMON XFCHIP Secondary ic handle created successfully xfchip_pre_init,4
1.406017065,rpd DAEMON ted_client reset,109
1.406316996,chassisd DAEMON CHASSISD_RECONNECT_SUCCESSFUL Successfully reconnected on soft restart,1
1.407062769,ifinfo USER IFINFO_IFD_NAME IFD ge,620
1.410427213,chassisd DAEMON CHASSISD_BLOWERS_SPEED_FULL Fans and impellers being set to full speed system warm,2
1.411519527,rpd DAEMON bgp_bfd_callback NOTIFICATION sent to _IP__PORT External AS code Cease subcode Hard Reset Reason BFD Session Down,21
1.413151503,chassisd DAEMON CHASSISD_BLOWERS_SPEED Fans and impellers are now running at normal speed,1
1.414213538,chassisd DAEMON jam_plugin_init n_xf n_xf n_tx rx_fill_flag _HEXNUM_ rate_ratio,135
1.414213538,chassisd DAEMON FABRIC PLUGIN MPC INIT jam_mpc_fabric_plugin_init,220
1.414213538,chassisd DAEMON chan_count num_chan,2
1.414213538,chassisd DAEMON jam_plugin_init MPC Fabric Plugin Init,325
1.414213538,chassisd DAEMON jam_plugin_init SCBE Fabric Plugin Init,166
1.414213538,chassisd DAEMON jam_plugin_init SFB Fabric Plugin Init,244
1.414213538,chassisd DAEMON jam_plugin_init SFB Fasic Plugin Init,243
1.414213538,ifinfo USER IFINFO_IFD_NAME IFD descr,1
1.414213538,ifinfo USER IFINFO_IFD_NAME IFD,27558
1.416990995,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated FRU power on jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName CB jnxFruType jnxFruSlot jnxFruOfflineReason jnxFruLastPowerOff jnxFruLastPowerOn,3
1.416990995,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated FRU power on jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName FPC MPCE D Q CGE XGE jnxFruType jnxFruSlot jnxFruOfflineReason jnxFruLastPowerOff jnxFruLastPowerOn,2
1.416990995,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated FRU power on jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName MIC XGE SFPP jnxFruType jnxFruSlot jnxFruOfflineReason jnxFruLastPowerOff jnxFruLastPowerOn,3
1.416990995,chassisd DAEMON CHASSISD_SNMP_TRAP SNMP trap generated FRU power on jnxFruContentsIndex jnxFruLIndex jnxFruLIndex jnxFruLIndex jnxFruName PIC jnxFruType jnxFruSlot jnxFruOfflineReason jnxFruLastPowerOff jnxFruLastPowerOn,8
1.420255423,ifinfo USER IFINFO_IFD_NAME IFD media,26910
1.425326705,rpd DAEMON bgp_handle_notify NOTIFICATION received from _IP__PORT External AS code Cease,48
1.425326705,rpd DAEMON bgp_handle_notify NOTIFICATION received from _IP__PORT Internal AS code Cease subcode Other Configuration Change,6
1.425326705,rpd DAEMON bgp_handle_notify NOTIFICATION received from _IP__PORT Internal AS code Open Message Error,5
1.429986715,chassisd DAEMON mpc_coef_setup registering fru_id c speed midplane_version,181
1.43018961,chassisd DAEMON LIBJSNMP_NS_LOG_INFO INFO ns_subagent_open_session NET SNMP version AgentX subagent Open Sent,1
1.43030262,chassisd DAEMON CHASSISD_IFDEV_CREATE_NOTICE fpc_create_devs_from_queue created interface device for ud,8
1.432134867,rpd DAEMON bgp_recv read from peer _IP__PORT proto failed Unknown error,1
1.433612347,rpd DAEMON IF Skipped marking address fe aa ff fe ffc on ifl ae as UP Reason addr is in TENTATIVE state,1
1.438966393,chassisd DAEMON JAM PL product model identified as,184
1.442651153,ifinfo USER IFINFO_IFD_NAME IFD ae,1
1.444951057,chassisd DAEMON XFCHIP PCIE handle created successfully xfchip_pre_init,2
1.445140123,ifinfo USER IFINFO_IFD_NAME IFD terse,571
1.44709301,chassisd DAEMON JAM Plugin installed for ferrari_pic_xqsfpp PIC,112
1.44709301,chassisd DAEMON JAM Plugin installed for srxk_pic_xge PIC,222
1.44709301,chassisd DAEMON JAM Plugin installed for stout_load_mic PIC,115
1.44709301,chassisd DAEMON JAM Plugin installed for stout_mic_xge PIC,502
1.44709301,chassisd DAEMON JAM Plugin installed for stout_tic_xge PIC,115
1.447725177,ifinfo USER IFINFO_IFD_NAME IFD xe,7285
1.448043108,chassisd DAEMON XFCHIP jtad id read check successful xfchip_pre_init part num _HEXNUM_,2
1.4484694,rpd DAEMON bgp_recv peer _IP__PORT proto received unexpected EOF,16
1.449635863,rpd DAEMON bgp_recv read from peer _IP__PORT External AS failed Unknown error,7
1.455240488,chassisd DAEMON JAM PL Registered attributes for ce,112
1.456088305,ifinfo USER IFINFO_IFD_NAME IFD descriptions,184
1.457419634,rpd DAEMON bgp_read_message NOTIFICATION received from _IP__PORT External AS code Open Message Error subcode invalid Data,1
1.460583687,chassisd DAEMON HSL Primitive trained channel bonding on RX CBF chan rx,24
1.463213563,chassisd DAEMON jam_plugin_init MPC Fabric Plugin Done return skip others,95
1.464196682,rpd DAEMON bgp_pp_recv rejecting connection from _IP__PORT External AS peer in state Established,34126
1.464196682,rpd DAEMON bgp_pp_recv rejecting connection from _IP__PORT External AS peer in state Idle,1
1.464196682,rpd DAEMON bgp_pp_recv rejecting connection from _IP__PORT External AS peer in state OpenConfirm,9
1.464196682,rpd DAEMON bgp_pp_recv rejecting connection from _IP__PORT Internal AS peer in state Established,5
1.466345549,rpd DAEMON other_re_command_execute_by_iri other_re re iri,11
1.467951536,rpd DAEMON mchassis_re_command_execute_status_by_iri hostname re net AF_TNP rcmd_rt with RT_TABLE_DEFAULT iri table,11
1.46849966,ifinfo USER IFINFO_IFD_NAME IFD desc,3
1.471141696,chassisd DAEMON HSL Window interval not changed for chan Not updating,107
1.472330451,chassisd DAEMON HSL Aging threshold not changed for chan Not updating,110
1.47241497,chassisd DAEMON JAM PL Registered attributes for ccc,112
1.474143982,chassisd DAEMON fasic_ic_read_get_chip_type Reading CB IC ID from ideeprom,342
1.477745056,rpd DAEMON bgp_recv peer _IP__PORT External AS received unexpected EOF,2
1.479764223,chassisd DAEMON HSL Primitive bringup enables TX CBF chan tx,18
1.481845498,chassisd DAEMON HSL Primitive bringup finished serdes CBF chan rx,24
1.483248115,chassisd DAEMON jam_core_fabric_attrib_set In config_mode returning for _HEXNUM_,1448
1.483248115,chassisd DAEMON jam_core_fasic_attrib_set In config_mode returning for _HEXNUM_,1376
1.496922016,ifinfo USER IFINFO_IFD_NAME IFD lo,181
1.513156056,ifinfo USER IFINFO_IFD_NAME IFD de,1
1.516692758,chassisd DAEMON HSL Primitive bringup Started Training on TX CBF chan tx,23
1.519663692,chassisd DAEMON CHASSISD_SIGPIPE SIGPIPE received,2
1.522182345,chassisd DAEMON HSL Primitive bringup finished CBF chan tx,24
1.522182345,chassisd DAEMON HSL Primitive bringup finished serdes CBF chan tx,24
1.53283906,chassisd DAEMON HSL Primitive bringup issued start_command on TX CBF chan tx,20
1.533549428,chassisd DAEMON jam_plugin_init registered coefficeints successfully,82
1.533549428,chassisd DAEMON XFCHIP Hostif registered successfully xfchip_pre_init,3
1.533549428,chassisd DAEMON XFCHIP Jspec registered successfully xfchip_pre_init,2
1.533549428,chassisd DAEMON XFCHIP Rcbusif registered successfully xfchip_pre_init,3
